title,description,category_id,price,quantity,details
Campfire Tales,Extradur hem-deep coma,2,$6.65,405,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
Freedom Downtime,Cong aorta valv stenosis,2,$325.98,406,donec pharetra magna vestibulum aliquet ultrices erat
Anatomy (Anatomie),Fx cuboid-closed,2,$351.75,407,accumsan tortor quis turpis sed ante vivamus tortor
Speedway Junky,Parathyroid disorder NOS,2,$475.57,408,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
Always,"Cyst of kidney, acquired",2,$309.41,409,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
Beowulf & Grendel,Osteoarthro NOS-oth site,2,$298.86,410,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
Strait-Jacket,"Del-mult brth, some live",2,$30.94,411,lacinia erat vestibulum sed magna at nunc commodo placerat
Blade: Trinity,Septic shock,2,$227.31,412,cum sociis natoque penatibus et magnis
Edmond,Cortex contus-concus NOS,2,$357.11,413,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante
Bridge to Terabithia,Adverse effect NEC,2,$33.57,414,maecenas leo odio condimentum id luctus nec molestie sed
Thesis (Tesis),Inf d/t gastrc band proc,2,$183.40,415,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
All the Real Girls,Variola major,2,$89.13,416,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius
"White Balloon, The (Badkonake sefid)",Aspergillosis,2,$193.34,417,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
Miss Congeniality 2: Armed and Fabulous,"Allergy, unspecified",2,$439.04,418,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
"Red Squirrel, The (Ardilla roja, La)",Tuberculosis-postpartum,2,$217.81,419,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo
Cloud 9,Inf mcr rst ot drg nt ml,2,$443.79,420,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
"Further Gesture, A",Mal neo resp system NOS,2,$90.88,421,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
Closing the Ring,Opn skul fx NEC-mod coma,2,$385.06,422,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
"Wedding Banquet, The (Xi yan)",Ot sp hmiplga unspf side,2,$311.96,423,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
Electile Dysfunction,Cortex lacera-brief coma,2,$434.43,424,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
Keith,Herpetic infect of penis,2,$188.48,425,in felis donec semper sapien a
I Met Him in Paris,Blepharospasm,2,$31.00,426,pretium quis lectus suspendisse potenti in eleifend
"Cellar, The (Huset vid vägens ände)",Cnsl perp parent chld ab,2,$460.72,427,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
Kapò,Colic,2,$417.83,428,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
Cool Air,Prim prog TB NEC-cult dx,2,$232.51,429,leo odio porttitor id consequat in consequat ut
Blood Out,Hemorr early preg-unspec,2,$232.60,430,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
"Inbetweeners Movie, The",Alveolar maxil hypoplsia,2,$369.33,431,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
"Cat in the Hat, The",Fx gr tuberos humer-open,2,$178.77,432,nulla nisl nunc nisl duis bibendum
Hope and Glory,Acc poisoning-lead,2,$90.61,433,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
Crash,Iris/ciliary disord NEC,2,$253.88,434,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
Comrades: Almost a Love Story (Tian mi mi),Oth viral dis-del w p/p,2,$13.37,435,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
Out of the Past,Complete les cord/c5-c7,2,$90.15,436,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
South of the Border,Puerp endomet del w p/p,2,$402.29,437,justo eu massa donec dapibus duis at velit eu est congue
"League of Gentlemen, The",Methemoglobinemia,2,$487.74,438,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
Man at Bath (Homme au bain),3rd burn w loss-shoulder,2,$204.43,439,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
One Night of Love,Pois-analges/antipyr NOS,2,$488.62,440,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
Marvin's Room,"BMI,pediatric <5%",2,$297.21,441,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
"Counselor, The",Macrodactylia (fingers),2,$463.65,442,erat eros viverra eget congue eget semper rutrum nulla
Up the Down Staircase,Watercraft acc NEC-crew,2,$461.16,443,vitae consectetuer eget rutrum at lorem integer
"Saint in London, The",Opn skul vlt fx-brf coma,2,$303.42,444,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
Two Solutions for One Problem (Dow Rahehal Baraye yek Massaleh),Adhesion tympanum-stapes,2,$469.14,445,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die)",Poxvirus infections NEC,2,$424.65,446,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
Into the Abyss,Syphilis-postpartum,2,$314.11,447,pede posuere nonummy integer non velit donec
What Lies Beneath,React-oth vasc dev/graft,2,$401.23,448,velit vivamus vel nulla eget eros
Dragon Age: Blood mage no seisen (a.k.a. Dragon Age: Dawn of the Seeker),Varicose vein leg-deliv,2,$297.69,449,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
Hoodwinked Too! Hood vs. Evil,Male genetc test dis car,2,$59.08,450,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
North to Alaska,Inj musculocutan nerve,2,$130.65,451,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
Fahrenheit 451,Tubal endometriosis,2,$54.47,452,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem
Animal Farm,Cystic kidney diseas NOS,2,$209.57,453,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
The Hire: Chosen,Open wnd trunk NEC-compl,2,$119.21,454,ut odio cras mi pede malesuada in
Mission to Mir,Metabolism disorder NEC,2,$159.24,455,mattis egestas metus aenean fermentum donec ut mauris eget
Scorpio Rising,Opn skull vlt fx/hem NEC,2,$104.79,456,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
"Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff)",Retinal nerv fiber defec,2,$449.30,457,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
War Horse,TB ovary & tube-cult dx,2,$490.01,458,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum
"Truth, The ",Mech strab w oth conditn,2,$36.23,459,turpis integer aliquet massa id lobortis convallis
Anna and the King of Siam,Pathol dislocat-shlder,2,$269.92,460,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
"City of Women, The (Città delle donne, La)",War inj:fragments NEC,2,$387.82,461,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
Elaine Stritch: Shoot Me,Comp-oth int ortho devic,2,$204.85,462,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
"Perfect Murder, A",Prsnl hst tuberculosis,2,$347.10,463,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
Pooh's Heffalump Movie,Leukocytopenia NOS,2,$429.10,464,magna vulputate luctus cum sociis natoque penatibus et magnis dis
Better Than Chocolate,Fx surg nck humerus-clos,2,$225.30,465,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
Kogel mogel,Acc poisn-methyl alcohol,2,$9.07,466,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
Jesus,Candidiasis site NOS,2,$490.85,467,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
Stage Door,3rd deg burn w loss-ear,2,$109.04,468,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
Hall Pass,TB laryngitis-no exam,2,$172.74,469,vestibulum sit amet cursus id turpis integer aliquet massa
Shock Waves,Yaws NOS,2,$273.54,470,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
Tetro,TB male gen NEC-oth test,2,$43.41,471,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
"Long Walk Home, The",Threat prem labor-unspec,2,$55.50,472,aliquam convallis nunc proin at turpis a pede
Julia,Mal neo waldeyer's ring,2,$271.33,473,lobortis convallis tortor risus dapibus augue vel accumsan tellus
"Legend of Lylah Clare, The",Lacerat of cervix-deliv,2,$53.82,474,adipiscing lorem vitae mattis nibh ligula nec
Boston's Finest,Absence of muscle/tendon,2,$54.46,475,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
Major Payne,"Sensory hear loss,unilat",2,$178.88,476,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
Steel,Self inflict acc-air gun,2,$243.30,477,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
McFarland USA,Streptococcal pneumn NOS,2,$269.38,478,purus sit amet nulla quisque
Boy,Atony of bladder,2,$160.62,479,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
The Big One: The Great Los Angeles Earthquake,Adv eff non-narc analgsc,2,$98.17,480,ac lobortis vel dapibus at diam nam tristique tortor eu
Le Donk & Scor-zay-zee,Abn glandular pap smear,2,$277.29,481,tortor risus dapibus augue vel accumsan tellus nisi
"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)",Toxic encephalopathy,2,$348.90,482,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
Where Is Fred!? (Wo ist Fred?),Effect external caus NEC,2,$404.79,483,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
Baby's Day Out,Post dislocation of lens,2,$289.18,484,massa quis augue luctus tincidunt nulla mollis
Dope,Inj external genital NEC,2,$349.47,485,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
"Mummy's Ghost, The",Bipol I sing-sev w/o psy,2,$362.88,486,aliquam erat volutpat in congue etiam justo etiam pretium
Decoding Annie Parker,Observ-suspect cond NEC,2,$188.44,487,nec sem duis aliquam convallis nunc proin at turpis a pede
Üvegtigris,"Gc cervicitis, chronic",2,$11.36,488,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
One Man's Hero,Mal neo pancreatic duct,2,$155.92,489,etiam justo etiam pretium iaculis justo
Downloading Nancy,Adv eff electrolyte agnt,2,$445.39,490,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
Joe + Belle,"Polydactyly, fingers",2,$493.93,491,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
Stardust,Overweight,2,$276.53,492,lacinia erat vestibulum sed magna at nunc
Un Poliziotto Scomodo,Endomet hyperpla w atyp,2,$498.44,493,interdum in ante vestibulum ante ipsum primis in
"Curve, The (Dead Man's Curve)",Animal bite NOS,2,$358.36,494,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
Tell,Second cardiomyopath NOS,2,$159.96,495,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent
In the Company of Men,Infer disloc humerus-opn,3,$482.98,496,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
Ninja: Shadow of a Tear,One eye-severe/oth-NOS,3,$399.85,497,tincidunt eget tempus vel pede morbi porttitor lorem
Spawn,Ulc esophagus w/o bleed,3,$497.17,498,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
Elizabethtown,Arthropathy NEC-shlder,3,$136.72,499,donec ut mauris eget massa
Sublime,Cndct dsrdr adlscnt onst,3,$123.79,500,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
Nothing Personal,High vaginal lacer-deliv,3,$251.46,501,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
"Things I Like, Things I Don't Like (Foutaises)",Inj external carotid art,3,$84.83,502,odio cras mi pede malesuada
Gun Fury,Unc behav neo skin,3,$135.18,503,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
College Road Trip,Surg compl-urinary tract,3,$323.10,504,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
"Appeared, The (Aparecidos)","Fx cuneiform, foot-clos",3,$332.28,505,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
"Organization, The",Tox ef hydrocarb gas NEC,3,$154.17,506,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
Special Bulletin,Deutan defect,3,$47.52,507,rutrum neque aenean auctor gravida sem
It's a Small World,Cns TB NEC-unspec,3,$432.95,508,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
"Merchant of Venice, The",Superf inj forearm NEC,3,$145.81,509,duis at velit eu est congue elementum in hac
Get Educated: Paathshaala,Intestinal endometriosis,3,$223.15,510,convallis tortor risus dapibus augue
That Day (Ce jour-là),Bipol I currnt mixed NOS,3,$457.96,511,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
Executioners from Shaolin,Oth ob compl-delivered,3,$184.88,512,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
Soldier of Fortune,Disl finger NOS-closed,3,$283.35,513,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
Nobody Knows Anybody (Nadie conoce a nadie),BPH w/o urinary obs/LUTS,3,$365.50,514,in faucibus orci luctus et ultrices posuere cubilia
"Adonis Factor, The",Ant horn cell dis NEC,3,$441.06,515,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
Square Dance,Infect fol infus/inj/vac,3,$446.99,516,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
Bread and Alley (Nan va Koutcheh),TB bronchiect-no exam,3,$261.94,517,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
"Land Before Time II: The Great Valley Adventure, The",Radiation gastroenterit,3,$25.74,518,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
"Big Picture, The (L'homme qui voulait vivre sa vie)",Cerebel atax in oth dis,3,$372.83,519,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam
Siegfried,Membranous nephritis NOS,3,$22.15,520,amet sapien dignissim vestibulum vestibulum ante ipsum
Elevator,Lymphosarcoma axilla,3,$298.69,521,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
Memorial Day,Cauliflower ear,3,$22.60,522,est risus auctor sed tristique in tempus sit
"Fast & Furious (Fast and the Furious 4, The)",Cl skl/oth fx-proln coma,3,$490.14,523,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
Love Ranch,Person living alone,3,$88.79,524,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
Meet Me in St. Louis,Primary TB NOS-exam unkn,3,$172.86,525,convallis nulla neque libero convallis
Hellraiser III: Hell on Earth,Cutaneous candidiasis,3,$146.50,526,gravida sem praesent id massa id nisl venenatis
Heartbreaker (L'Arnacoeur),Mal neo lower 3rd esoph,3,$308.39,527,mauris non ligula pellentesque ultrices phasellus id
"Asphalt Jungle, The","Old detachment, total",3,$349.49,528,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
Dangerous,Inf arthritis NEC-mult,3,$171.05,529,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
"Love, Rosie",Uncert behav neo uterus,3,$304.08,530,sapien sapien non mi integer ac neque duis bibendum morbi non quam
Lost and Delirious,Attn deficit w hyperact,3,$57.51,531,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
"Fugitive, The",Loose body-mult joints,3,$40.48,532,dolor vel est donec odio justo sollicitudin
"Concert for George, The",Pelv fx-cl w/o plv disrp,3,$85.55,533,faucibus cursus urna ut tellus
(Untitled),Spermatocele,3,$131.53,534,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
"Pleasure Seekers, The",Med exam NEC-admin purp,3,$298.03,535,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
All of Me,Machine accident-swim,3,$41.94,536,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
Mafioso,Unsp hmiplga nondmnt sde,3,$326.25,537,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
"Seduction of Joe Tynan, The",Ac rheumat hrt dis NOS,3,$131.27,538,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
Poseidon,Rubella nerve compl NOS,3,$247.62,539,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
"Terror Within, The",Postop urethral strictur,3,$253.22,540,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
Crush,Atrophy mandible-minimal,3,$465.25,541,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
Real Life,Unsocial aggression-mild,3,$27.91,542,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
Ishq,Fitting artificial arm,3,$225.36,543,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
Spring in a Small Town (Xiao cheng zhi chun),Open restoration margins,3,$119.45,544,volutpat dui maecenas tristique est et tempus semper
Mr. Belvedere Goes to College,Infec otitis externa NOS,3,$48.94,545,imperdiet sapien urna pretium nisl ut volutpat sapien
Alive Day Memories: Home from Iraq (Occupation Iraq),Polio osteopathy-pelvis,3,$307.27,546,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
Walking on Sunshine,Other specf dermatoses,3,$330.82,547,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
Dazed and Confused,Salivary glnd hyprtrophy,3,$184.01,548,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
Zapped!,Swimming,3,$182.21,549,pellentesque quisque porta volutpat erat
Thumbelina,Polyphagia,3,$57.35,550,lectus in est risus auctor sed tristique in tempus
Princess Raccoon (Operetta tanuki goten),Panhypopituitarism,3,$251.69,551,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
I Shot a Man in Vegas,Juvenile neurosyph NOS,3,$463.40,552,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
Tattoo Nation,Laryngeal diphtheria,3,$317.44,553,eu magna vulputate luctus cum sociis natoque penatibus et
Secuestrados (Kidnapped),MRSA elsewhere/NOS,3,$249.53,554,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
Transporter 2,"Old detachment, total",3,$15.50,555,convallis nunc proin at turpis a pede posuere nonummy integer non velit
Vampires,Meningococcal infect NEC,3,$134.69,556,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
"Kiss Me, Guido",Oth leuk w/o achv rmsn,3,$431.06,557,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
Night and Day,Cl skull vlt fx-mod coma,3,$21.82,558,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
Jersey Girl,Senile dementia uncomp,3,$43.62,559,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
Four Lions,Mv-oth veh coll-pasngr,3,$13.70,560,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
National Lampoon's Cattle Call (Cattle Call),Endomet intraepithl neop,3,$46.44,561,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
"Deux mondes, Les",Compl lab/deliv NOS-unsp,3,$175.45,562,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
Race the Sun,Malign neo pineal gland,3,$433.68,563,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
Paziraie Sadeh,Shrt lst uni nral hdache,3,$68.97,564,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
Year Zero: The Silent Death of Cambodia,Double outlet rt ventric,3,$233.35,565,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
Icon,Ureter injury-open,3,$332.54,566,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
Anatomy of a Love Seen,Chr peptic ulc w hem-obs,3,$292.46,567,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
My First War,Cerebral hem at birth,3,$32.97,568,quam pharetra magna ac consequat metus sapien ut
"Well Spent Life, A",Thyroid dysfunc-postpart,3,$230.06,569,eget tincidunt eget tempus vel pede
Mugabe and the White African,Enophthalmos NOS,3,$122.36,570,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
Kevin Smith: Too Fat For 40,Sqm cel skn face NEC/NOS,3,$116.00,571,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
Mongol,Abn blood chemistry NEC,3,$19.72,572,convallis nunc proin at turpis a pede posuere nonummy
Strait-Jacket,Chr marginal ulcer NOS,3,$76.31,573,massa donec dapibus duis at velit
Elmer Gantry,1st deg burn axilla,3,$200.06,574,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
Stepfather II,Ch DVT/embl up ext,3,$137.56,575,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
The Substitute 4: Failure Is Not an Option,Early syphil latent NOS,3,$127.19,576,orci luctus et ultrices posuere cubilia curae nulla
Eaux d'artifice,Clothing fire not in bld,3,$135.81,577,cras mi pede malesuada in imperdiet et commodo
Over the Hedge,Oth curr cond-delivered,3,$56.29,578,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
Fara,Hx-cervical malignancy,3,$278.52,579,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
"Center of the World, The",Recur manic dis-mod,3,$474.51,580,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
Better Than Sex,TB of hip-cult dx,3,$418.20,581,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
Advance to the Rear,Mal neo post mediastinum,3,$433.41,582,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
To Kill a Mockingbird,Behcet arthritis-hand,3,$339.62,583,ipsum primis in faucibus orci luctus et
How to Survive a Plague,Ulcer of thigh,3,$242.12,584,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
Never Met Picasso,RR acc NOS-passenger,3,$73.89,585,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
"Holy Land, The",Vert fx NOS-op w crd inj,3,$251.64,586,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
Living Free,Lymphoid mal NEC head,3,$41.66,587,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
How I Got Into College,Bipol I currnt manic-mod,3,$288.48,588,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
Casshern,TB of ureter-histo dx,3,$227.51,589,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
Wodehouse In Exile,Orbt deform d/t bone dis,3,$427.33,590,consequat metus sapien ut nunc vestibulum ante ipsum
Barton Fink,Adv eff digestants,3,$56.11,591,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
"Diamond Arm, The (Brilliantovaya ruka)",Lt eff nerv inj pelv/leg,3,$482.03,592,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
Henry,Other gu neoplasm NOS,3,$20.26,593,nunc vestibulum ante ipsum primis in
Saving Otter 501,Osteodystrophy NEC,3,$434.35,594,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
Louis C.K.: Live at The Comedy Store,Joint replaced ankle,3,$395.34,595,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
"New Life, A (La vie nouvelle)",TB limb bones-no exam,3,$25.72,596,consequat ut nulla sed accumsan felis ut at dolor quis odio
Rulers of the City,"Club hand, acquired",3,$175.59,597,lacus curabitur at ipsum ac
Asterix and the Gauls (Astérix le Gaulois),Antenatal screening NOS,3,$323.42,598,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Strawberry and Chocolate (Fresa y chocolate),Cns demyelination NOS,3,$206.72,599,lectus in quam fringilla rhoncus mauris
Enlightenment Guaranteed (Erleuchtung Garantiert),Mastoiditis NOS,3,$100.47,600,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
Saving Lincoln,Cl skul w oth fx-concuss,3,$455.77,601,in lacus curabitur at ipsum
"Thief and the Cobbler, The (a.k.a. Arabian Knight)",Late eff FB in orifice,3,$51.36,602,sit amet eros suspendisse accumsan
Otaku,Conduct disturbance NOS,3,$423.25,603,odio donec vitae nisi nam ultrices
H6: Diario de un asesino,Ptosis of eyelid NOS,3,$137.30,604,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
Dick Tracy,No vaccination NEC,3,$292.06,605,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
Star Wars: Episode VI - Return of the Jedi,Contact/exposure mold,3,$330.10,606,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
Resurrecting the Street Walker,Insect bite trunk-infec,3,$28.13,607,luctus cum sociis natoque penatibus
Steamboat Round the Bend,Sexual masochism,3,$62.17,608,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
"Bostonians, The",Opn skul vlt fx-brf coma,3,$264.94,609,est donec odio justo sollicitudin ut
